Rule_Number,Job_Name,Rule_Execution,Program_Type,Module_Name,Sub_Module,Input_File,Input_File_Layout,Input_File_Length,Output_File,Output_File_Layout,Business_Rule_Category,Linkage_Columns,Detailed_Business_Rule,SQL_Decision_Control_Statements,SQL_Function,Code_Reference,Bounded_Context,DB2_Table_Name,Review_Comments
BR-CBADMCDJ-181,CBADMCDJ,181,COBOL,COACTUPC,9400-GETCUSTDATA-BYCUST - WHEN NORMAL,CUSTDAT,CUST-ID(PIC 9(9))|CUST-FIRST-NAME(PIC X(25))|CUST-MIDDLE-NAME(PIC X(25))|CUST-LAST-NAME(PIC X(25))|CUST-ADDR-LINE-1(PIC X(50))|CUST-ADDR-LINE-2(PIC X(50))|CUST-ADDR-LINE-3(PIC X(50))|CUST-ADDR-STATE-CD(PIC X(2))|CUST-ADDR-COUNTRY-CD(PIC X(3))|CUST-ADDR-ZIP(PIC X(10))|CUST-PHONE-NUM-1(PIC X(15))|CUST-PHONE-NUM-2(PIC X(15))|CUST-SSN(PIC 9(9))|CUST-GOVT-ISSUED-ID(PIC X(20))|CUST-DOB-YYYY-MM-DD(PIC X(10))|CUST-EFT-ACCOUNT-ID(PIC X(10))|CUST-PRI-CARD-HOLDER-IND(PIC X(1))|CUST-FICO-CREDIT-SCORE(PIC 9(3))|FILLER(PIC X(168)),500,N/A,N/A,File-IO,"WS-CARD-RID-CUST-ID-X,CUST-ID","Reads the Customer Master by customer ID. On success, set FOUND-CUST-IN-MASTER for downstream display logic.",EXEC CICS READ\n     DATASET   (LIT-CUSTFILENAME)\n     RIDFLD    (WS-CARD-RID-CUST-ID-X)\n     INTO      (CUSTOMER-RECORD)\n     ...\nEND-EXEC\nEVALUATE WS-RESP-CD\n    WHEN DFHRESP(NORMAL)\n       SET FOUND-CUST-IN-MASTER        TO TRUE,N/A,3753-3765,Account Management — Update,N/A,None
BR-CBADMCDJ-182,CBADMCDJ,182,COBOL,COACTUPC,9400-GETCUSTDATA-BYCUST - WHEN NOTFND,CUSTDAT,CUST-ID(PIC 9(9))|CUST-FIRST-NAME(PIC X(25))|CUST-MIDDLE-NAME(PIC X(25))|CUST-LAST-NAME(PIC X(25))|CUST-ADDR-LINE-1(PIC X(50))|CUST-ADDR-LINE-2(PIC X(50))|CUST-ADDR-LINE-3(PIC X(50))|CUST-ADDR-STATE-CD(PIC X(2))|CUST-ADDR-COUNTRY-CD(PIC X(3))|CUST-ADDR-ZIP(PIC X(10))|CUST-PHONE-NUM-1(PIC X(15))|CUST-PHONE-NUM-2(PIC X(15))|CUST-SSN(PIC 9(9))|CUST-GOVT-ISSUED-ID(PIC X(20))|CUST-DOB-YYYY-MM-DD(PIC X(10))|CUST-EFT-ACCOUNT-ID(PIC X(10))|CUST-PRI-CARD-HOLDER-IND(PIC X(1))|CUST-FICO-CREDIT-SCORE(PIC 9(3))|FILLER(PIC X(168)),500,N/A,N/A,Error-Handling,WS-CARD-RID-CUST-ID-X,"When the customer master read returns NOTFND, set error flags and build the return message ""CustId:NN not found in customer master.Resp: NN REAS:NN"". Indicates referential-integrity failure.",WHEN DFHRESP(NOTFND)\n    SET INPUT-ERROR                 TO TRUE\n    SET FLG-CUSTFILTER-NOT-OK       TO TRUE\n    STRING 'CustId:' WS-CARD-RID-CUST-ID-X\n    ' not found in customer master.Resp: ' ERROR-RESP\n    ' REAS:' ERROR-RESP2\n    DELIMITED BY SIZE\n    INTO WS-RETURN-MSG\n    END-STRING,N/A,3766-3784,Account Management — Update,N/A,Referential integrity gap - in cloud target enforce FK or cascade delete
BR-CBADMCDJ-183,CBADMCDJ,183,COBOL,COACTUPC,9400-GETCUSTDATA-BYCUST - WHEN OTHER,CUSTDAT,CUST-ID(PIC 9(9))|CUST-FIRST-NAME(PIC X(25))|CUST-MIDDLE-NAME(PIC X(25))|CUST-LAST-NAME(PIC X(25))|CUST-ADDR-LINE-1(PIC X(50))|CUST-ADDR-LINE-2(PIC X(50))|CUST-ADDR-LINE-3(PIC X(50))|CUST-ADDR-STATE-CD(PIC X(2))|CUST-ADDR-COUNTRY-CD(PIC X(3))|CUST-ADDR-ZIP(PIC X(10))|CUST-PHONE-NUM-1(PIC X(15))|CUST-PHONE-NUM-2(PIC X(15))|CUST-SSN(PIC 9(9))|CUST-GOVT-ISSUED-ID(PIC X(20))|CUST-DOB-YYYY-MM-DD(PIC X(10))|CUST-EFT-ACCOUNT-ID(PIC X(10))|CUST-PRI-CARD-HOLDER-IND(PIC X(1))|CUST-FICO-CREDIT-SCORE(PIC 9(3))|FILLER(PIC X(168)),500,N/A,N/A,Error-Handling,N/A,Generic file-error handler for non-NORMAL non-NOTFND on the customer master read. SEND-LONG-TEXT commented out.,WHEN OTHER\n    MOVE 'READ'                     TO ERROR-OPNAME\n    MOVE LIT-CUSTFILENAME           TO ERROR-FILE\n    MOVE WS-FILE-ERROR-MESSAGE      TO WS-RETURN-MSG,N/A,3785-3795,Account Management — Update,N/A,Commented-out SEND-LONG-TEXT - error detail not logged
BR-CBADMCDJ-184,CBADMCDJ,184,COBOL,COACTUPC,9500-STORE-FETCHED-DATA,N/A,N/A,N/A,N/A,N/A,Calculation,"ACCT-ID,CUST-ID,ACUP-OLD-CURR-BAL","Stores the freshly-read account and customer data into the ACUP-OLD-* structure for later comparison and into the commarea for downstream use. Splits date strings (YYYY-MM-DD) into separate year, month, day sub-fields. Splits phone numbers stored as ""(XXX)XXX-XXXX"" into 3-segment editable form (area, prefix, line).",MOVE ACCT-ID                   TO CDEMO-ACCT-ID\nMOVE CUST-ID                   TO CDEMO-CUST-ID\nMOVE CUST-FIRST-NAME           TO CDEMO-CUST-FNAME\n...\n(date and phone substring extraction),N/A,3801-3884,Account Management — Update,N/A,None
BR-CBADMCDJ-185,CBADMCDJ,185,COBOL,COACTUPC,9600-WRITE-PROCESSING - READ ACCTDAT FOR UPDATE,ACCTDAT,ACCT-ID(PIC 9(11))|ACCT-ACTIVE-STATUS(PIC X(1))|ACCT-CURR-BAL(PIC S9(10)V99)|ACCT-CREDIT-LIMIT(PIC S9(10)V99)|ACCT-CASH-CREDIT-LIMIT(PIC S9(10)V99)|ACCT-OPEN-DATE(PIC X(10))|ACCT-EXPIRAION-DATE(PIC X(10))|ACCT-REISSUE-DATE(PIC X(10))|ACCT-CURR-CYC-CREDIT(PIC S9(10)V99)|ACCT-CURR-CYC-DEBIT(PIC S9(10)V99)|ACCT-ADDR-ZIP(PIC X(10))|ACCT-GROUP-ID(PIC X(10))|FILLER(PIC X(178)),300,N/A,N/A,File-IO,"CC-ACCT-ID,WS-CARD-RID-ACCT-ID","Re-reads the Account Master with UPDATE option to acquire a row-level lock. If the lock cannot be acquired (any non-NORMAL response), set COULD-NOT-LOCK-ACCT-FOR-UPDATE and skip to exit so the update is aborted.",EXEC CICS READ\n     FILE      (LIT-ACCTFILENAME)\n     UPDATE\n     RIDFLD    (WS-CARD-RID-ACCT-ID-X)\n     KEYLENGTH (LENGTH OF WS-CARD-RID-ACCT-ID-X)\n     INTO      (ACCOUNT-RECORD)\n     LENGTH    (LENGTH OF ACCOUNT-RECORD)\n     RESP      (WS-RESP-CD)\n     RESP2     (WS-REAS-CD)\nEND-EXEC\nIF WS-RESP-CD EQUAL TO DFHRESP(NORMAL)\n   CONTINUE\nELSE\n   SET COULD-NOT-LOCK-ACCT-FOR-UPDATE  TO TRUE\n   GO TO 9600-WRITE-PROCESSING-EXIT\nEND-IF,N/A,3892-3915,Account Management — Update,N/A,Optimistic concurrency via VSAM record locking - convert to JPA @Version or DB row-level lock with retry; GOTO statement - control flow that needs restructuring
BR-CBADMCDJ-186,CBADMCDJ,186,COBOL,COACTUPC,9600-WRITE-PROCESSING - READ CUSTDAT FOR UPDATE,CUSTDAT,CUST-ID(PIC 9(9))|CUST-FIRST-NAME(PIC X(25))|CUST-MIDDLE-NAME(PIC X(25))|CUST-LAST-NAME(PIC X(25))|CUST-ADDR-LINE-1(PIC X(50))|CUST-ADDR-LINE-2(PIC X(50))|CUST-ADDR-LINE-3(PIC X(50))|CUST-ADDR-STATE-CD(PIC X(2))|CUST-ADDR-COUNTRY-CD(PIC X(3))|CUST-ADDR-ZIP(PIC X(10))|CUST-PHONE-NUM-1(PIC X(15))|CUST-PHONE-NUM-2(PIC X(15))|CUST-SSN(PIC 9(9))|CUST-GOVT-ISSUED-ID(PIC X(20))|CUST-DOB-YYYY-MM-DD(PIC X(10))|CUST-EFT-ACCOUNT-ID(PIC X(10))|CUST-PRI-CARD-HOLDER-IND(PIC X(1))|CUST-FICO-CREDIT-SCORE(PIC 9(3))|FILLER(PIC X(168)),500,N/A,N/A,File-IO,"CDEMO-CUST-ID,WS-CARD-RID-CUST-ID","Re-reads the Customer Master with UPDATE option to acquire a second row-level lock. If lock fails, set COULD-NOT-LOCK-CUST-FOR-UPDATE and skip to exit. The earlier ACCTDAT lock is implicitly released only at task end - this is a 2-VSAM lock-then-update pattern with no explicit rollback at this stage.",EXEC CICS READ\n     FILE      (LIT-CUSTFILENAME)\n     UPDATE\n     RIDFLD    (WS-CARD-RID-CUST-ID-X)\n     ...\nEND-EXEC\nIF WS-RESP-CD EQUAL TO DFHRESP(NORMAL)\n   CONTINUE\nELSE\n   SET COULD-NOT-LOCK-CUST-FOR-UPDATE  TO TRUE\n   GO TO 9600-WRITE-PROCESSING-EXIT\nEND-IF,N/A,3919-3942,Account Management — Update,N/A,Two-resource lock without saga or distributed-transaction guard - high risk of partial commit on second-lock failure; GOTO statement - control flow that needs restructuring
BR-CBADMCDJ-187,CBADMCDJ,187,COBOL,COACTUPC,9600-WRITE-PROCESSING - 9700 change-detect,N/A,N/A,N/A,N/A,N/A,Data-Validation,DATA-WAS-CHANGED-BEFORE-UPDATE,"Performs 9700-CHECK-CHANGE-IN-REC to detect whether the freshly-read record differs from the old-values captured at lookup time (i.e., another transaction updated this record between lookup and update). If so, set DATA-WAS-CHANGED-BEFORE-UPDATE and skip to exit so the update is aborted and the screen redisplayed for user re-confirmation.",PERFORM 9700-CHECK-CHANGE-IN-REC\n   THRU 9700-CHECK-CHANGE-IN-REC-EXIT\nIF DATA-WAS-CHANGED-BEFORE-UPDATE\n   GO TO 9600-WRITE-PROCESSING-EXIT\nEND-IF,N/A,3947-3952,Account Management — Update,N/A,Optimistic-lock detection via field-by-field re-read - replace with @Version timestamp/counter in JPA
BR-CBADMCDJ-188,CBADMCDJ,188,COBOL,COACTUPC,9600-WRITE-PROCESSING - Prepare update records,N/A,N/A,N/A,N/A,N/A,Calculation,"ACUP-NEW-ACCT-ID,ACUP-NEW-CURR-BAL-N,ACUP-NEW-CUST-FIRST-NAME",Builds the ACCT-UPDATE-RECORD and CUST-UPDATE-RECORD from the edited ACUP-NEW-* fields. Reformats dates (CCYY/MM/DD) and phone numbers (XXX/YYY/ZZZZ) into the storage format. Copies all 30+ updated fields.,INITIALIZE ACCT-UPDATE-RECORD\nMOVE ACUP-NEW-ACCT-ID         TO ACCT-UPDATE-ID\nMOVE ACUP-NEW-CURR-BAL-N      TO ACCT-UPDATE-CURR-BAL\nMOVE ACUP-NEW-CREDIT-LIMIT-N  TO ACCT-UPDATE-CREDIT-LIMIT\n...\nSTRING ACUP-NEW-OPEN-YEAR '-'\n       ACUP-NEW-OPEN-MON '-'\n       ACUP-NEW-OPEN-DAY\nDELIMITED BY SIZE INTO ACCT-UPDATE-OPEN-DATE,N/A,3956-4059,Account Management — Update,N/A,Packed-decimal (COMP-3) arithmetic - map to BigDecimal in Java or Decimal in Spark
BR-CBADMCDJ-189,CBADMCDJ,189,COBOL,COACTUPC,9600-WRITE-PROCESSING - REWRITE ACCTDAT,N/A,N/A,N/A,ACCTDAT,ACCT-ID(PIC 9(11))|ACCT-ACTIVE-STATUS(PIC X(1))|ACCT-CURR-BAL(PIC S9(10)V99)|ACCT-CREDIT-LIMIT(PIC S9(10)V99)|ACCT-CASH-CREDIT-LIMIT(PIC S9(10)V99)|ACCT-OPEN-DATE(PIC X(10))|ACCT-EXPIRAION-DATE(PIC X(10))|ACCT-REISSUE-DATE(PIC X(10))|ACCT-CURR-CYC-CREDIT(PIC S9(10)V99)|ACCT-CURR-CYC-DEBIT(PIC S9(10)V99)|ACCT-ADDR-ZIP(PIC X(10))|ACCT-GROUP-ID(PIC X(10))|FILLER(PIC X(178)),File-IO,ACCT-UPDATE-RECORD,"Rewrites the locked Account Master record. On non-NORMAL response, set LOCKED-BUT-UPDATE-FAILED and skip to exit. The customer-record rewrite is skipped on this failure path leaving the customer record locked but not updated until task-end implicit rollback.",EXEC CICS\n     REWRITE FILE(LIT-ACCTFILENAME)\n             FROM(ACCT-UPDATE-RECORD)\n             LENGTH(LENGTH OF ACCT-UPDATE-RECORD)\n             RESP      (WS-RESP-CD)\n             RESP2     (WS-REAS-CD)\nEND-EXEC.\nIF WS-RESP-CD EQUAL TO DFHRESP(NORMAL)\n  CONTINUE\nELSE\n  SET LOCKED-BUT-UPDATE-FAILED    TO TRUE\n  GO TO 9600-WRITE-PROCESSING-EXIT\nEND-IF,N/A,4065-4081,Account Management — Update,N/A,Multi-file update without saga pattern - first REWRITE failure leaves locks held until task end; GOTO statement - control flow that needs restructuring
BR-CBADMCDJ-190,CBADMCDJ,190,COBOL,COACTUPC,9600-WRITE-PROCESSING - REWRITE CUSTDAT + ROLLBACK,N/A,N/A,N/A,CUSTDAT,CUST-ID(PIC 9(9))|CUST-FIRST-NAME(PIC X(25))|CUST-MIDDLE-NAME(PIC X(25))|CUST-LAST-NAME(PIC X(25))|CUST-ADDR-LINE-1(PIC X(50))|CUST-ADDR-LINE-2(PIC X(50))|CUST-ADDR-LINE-3(PIC X(50))|CUST-ADDR-STATE-CD(PIC X(2))|CUST-ADDR-COUNTRY-CD(PIC X(3))|CUST-ADDR-ZIP(PIC X(10))|CUST-PHONE-NUM-1(PIC X(15))|CUST-PHONE-NUM-2(PIC X(15))|CUST-SSN(PIC 9(9))|CUST-GOVT-ISSUED-ID(PIC X(20))|CUST-DOB-YYYY-MM-DD(PIC X(10))|CUST-EFT-ACCOUNT-ID(PIC X(10))|CUST-PRI-CARD-HOLDER-IND(PIC X(1))|CUST-FICO-CREDIT-SCORE(PIC 9(3))|FILLER(PIC X(168)),File-IO,CUST-UPDATE-RECORD,"Rewrites the locked Customer Master record. On a non-NORMAL response, the program issues a synchronization-point rollback to undo the prior ACCTDAT rewrite (the only transaction boundary in the program), sets the LOCKED-BUT-UPDATE-FAILED state flag, and exits. This is the explicit two-resource transaction boundary protecting the account-customer pair: if either rewrite fails, both are reverted to maintain consistency.",EXEC CICS\n             REWRITE FILE(LIT-CUSTFILENAME)\n             FROM(CUST-UPDATE-RECORD)\n             LENGTH(LENGTH OF CUST-UPDATE-RECORD)\n             RESP      (WS-RESP-CD)\n             RESP2     (WS-REAS-CD)\nEND-EXEC.\nIF WS-RESP-CD EQUAL TO DFHRESP(NORMAL)\n  CONTINUE\nELSE\n  SET LOCKED-BUT-UPDATE-FAILED    TO TRUE\n  EXEC CICS\n     SYNCPOINT ROLLBACK\n  END-EXEC\n  GO TO 9600-WRITE-PROCESSING-EXIT\nEND-IF,N/A,4085-4103,Account Management — Update,N/A,Two-resource VSAM update with explicit SYNCPOINT ROLLBACK - convert to declarative transaction (Spring @Transactional) with rollback-for in target architecture; GOTO statement - control flow that needs restructuring
BR-CBADMCDJ-191,CBADMCDJ,191,COBOL,COACTUPC,9700-CHECK-CHANGE-IN-REC,ACCTDAT,ACCT-ID(PIC 9(11))|ACCT-ACTIVE-STATUS(PIC X(1))|ACCT-CURR-BAL(PIC S9(10)V99)|ACCT-CREDIT-LIMIT(PIC S9(10)V99)|ACCT-CASH-CREDIT-LIMIT(PIC S9(10)V99)|ACCT-OPEN-DATE(PIC X(10))|ACCT-EXPIRAION-DATE(PIC X(10))|ACCT-REISSUE-DATE(PIC X(10))|ACCT-CURR-CYC-CREDIT(PIC S9(10)V99)|ACCT-CURR-CYC-DEBIT(PIC S9(10)V99)|ACCT-ADDR-ZIP(PIC X(10))|ACCT-GROUP-ID(PIC X(10))|FILLER(PIC X(178)),300,N/A,N/A,Data-Validation,"ACCT-CURR-BAL,ACUP-OLD-CURR-BAL,DATA-WAS-CHANGED-BEFORE-UPDATE","Compares the just-locked ACCTDAT and CUSTDAT record contents against the ACUP-OLD-* values captured at lookup time. If any field differs, set DATA-WAS-CHANGED-BEFORE-UPDATE so the update is aborted and the user is asked to re-review. This is the optimistic-concurrency check - it does not depend on version columns or timestamps but on field-level value comparison.",IF ACCT-ACTIVE-STATUS         = ACUP-OLD-ACTIVE-STATUS\nAND ACCT-CURR-BAL             = ACUP-OLD-CURR-BAL\nAND ...\n    CONTINUE\nELSE\n    SET DATA-WAS-CHANGED-BEFORE-UPDATE TO TRUE\nEND-IF,N/A,4109-4192,Account Management — Update,N/A,Field-by-field optimistic concurrency check - replace with @Version timestamp/counter in JPA or DB constraint
BR-CBADMCDJ-192,CBADMCDJ,192,COBOL,COACTUPC,ABEND-ROUTINE,N/A,N/A,N/A,N/A,N/A,Error-Handling,"ABEND-MSG,LIT-THISPGM","Abend handler invoked when an unhandled abend is intercepted by the registered abend trap. Defaults the abend message if none set, records this program as the culprit, sends the abend data area to the screen, cancels the abend trap so the next abend will not loop back, and raises a hardcoded abend code 9999 to terminate the task. This terminal handler is the program's last line of defense before the CICS region issues a default abend dump.",IF ABEND-MSG EQUAL LOW-VALUES\n   MOVE 'UNEXPECTED ABEND OCCURRED.' TO ABEND-MSG\nEND-IF\nMOVE LIT-THISPGM       TO ABEND-CULPRIT\nEXEC CICS SEND\n         FROM (ABEND-DATA)\n         LENGTH(LENGTH OF ABEND-DATA)\n         NOHANDLE\nEND-EXEC\nEXEC CICS HANDLE ABEND\n     CANCEL\nEND-EXEC\nEXEC CICS ABEND\n     ABCODE('9999')\nEND-EXEC,N/A,4203-4225,Account Management — Update,N/A,EXEC CICS ABEND with hardcoded code 9999 - replace with structured exception handling and observability emit
BR-CBADMCDJ-193,CBADMCDJ,193,COBOL,COTRN00C,PROGRAM-ID,N/A,N/A,N/A,N/A,N/A,Initialization,DFHCOMMAREA,"The COTRN00C program implements transaction CT00 - the Transaction List screen. It provides a paginated, filterable view of transactions from the TRANSACT VSAM KSDS file with 10 rows per page and PF7/PF8 navigation, with optional filter by Transaction ID.",IDENTIFICATION DIVISION.\nPROGRAM-ID. COTRN00C.,N/A,22-23,Transaction Management — List,N/A,None
BR-CBADMCDJ-194,CBADMCDJ,194,COBOL,COTRN00C,MAIN-PARA - INIT flags,N/A,N/A,N/A,N/A,N/A,Initialization,N/A,"Initialize all transaction control flags to default state on every entry: error flag off, transaction file not at EOF, next-page-allowed yes, screen-erase yes. Clear the message buffer and force cursor on the Transaction ID input.",SET ERR-FLG-OFF TO TRUE\nSET TRANSACT-NOT-EOF TO TRUE\nSET NEXT-PAGE-NO TO TRUE\nSET SEND-ERASE-YES TO TRUE\nMOVE SPACES TO WS-MESSAGE\n               ERRMSGO OF COTRN0AO\nMOVE -1       TO TRNIDINL OF COTRN0AI,N/A,97-105,Transaction Management — List,N/A,None
BR-CBADMCDJ-195,CBADMCDJ,195,COBOL,COTRN00C,MAIN-PARA - IF EIBCALEN=0,N/A,N/A,N/A,N/A,N/A,Initialization,"EIBCALEN,CDEMO-TO-PROGRAM","On first-time entry with no commarea, route the user back to the signon screen via XCTL to COSGN00C. This guards against direct invocation of the transaction without prior login.",IF EIBCALEN = 0\n    MOVE 'COSGN00C' TO CDEMO-TO-PROGRAM\n    PERFORM RETURN-TO-PREV-SCREEN\nELSE\n    ...,N/A,107-110,Transaction Management — List,N/A,Multi-program CALL chain via XCTL - identify as microservice or Step Function boundary
BR-CBADMCDJ-196,CBADMCDJ,196,COBOL,COTRN00C,MAIN-PARA - IF NOT CDEMO-PGM-REENTER,N/A,N/A,N/A,N/A,N/A,Initialization,CDEMO-PGM-REENTER,"On first-time entry from another program, set re-enter flag, clear the screen output area, run PROCESS-ENTER-KEY (which triggers an initial page-forward fetch), and send the screen. This branch primes the transaction-list display with the first 10 transactions on cold-start. Subsequent iterations skip the primer and dispatch on the user's keystroke.",IF NOT CDEMO-PGM-REENTER\n    SET CDEMO-PGM-REENTER    TO TRUE\n    MOVE LOW-VALUES          TO COTRN0AO\n    PERFORM PROCESS-ENTER-KEY\n    PERFORM SEND-TRNLST-SCREEN\nELSE\n    PERFORM RECEIVE-TRNLST-SCREEN\n    EVALUATE EIBAID\n        ...,N/A,112-118,Transaction Management — List,N/A,None
BR-CBADMCDJ-197,CBADMCDJ,197,COBOL,COTRN00C,MAIN-PARA - WHEN DFHENTER,N/A,N/A,N/A,N/A,N/A,Data-Validation,EIBAID,"On Enter key, the user has either selected a transaction from the displayed list (S/s on a row) or entered a Tran ID filter. Run PROCESS-ENTER-KEY to validate and dispatch.",WHEN DFHENTER\n    PERFORM PROCESS-ENTER-KEY,N/A,120-121,Transaction Management — List,N/A,None
BR-CBADMCDJ-198,CBADMCDJ,198,COBOL,COTRN00C,MAIN-PARA - WHEN DFHPF3,N/A,N/A,N/A,COMMAREA,CDEMO-FROM-TRANID(PIC X(4))|CDEMO-FROM-PROGRAM(PIC X(8))|CDEMO-TO-TRANID(PIC X(4))|CDEMO-TO-PROGRAM(PIC X(8))|CDEMO-USER-ID(PIC X(8))|CDEMO-USER-TYPE(PIC X(1))|CDEMO-PGM-CONTEXT(PIC 9(1))|CDEMO-CUST-ID(PIC 9(9))|CDEMO-CUST-FNAME(PIC X(25))|CDEMO-CUST-MNAME(PIC X(25))|CDEMO-CUST-LNAME(PIC X(25))|CDEMO-ACCT-ID(PIC 9(11))|CDEMO-ACCT-STATUS(PIC X(1))|CDEMO-CARD-NUM(PIC 9(16))|CDEMO-LAST-MAP(PIC X(7))|CDEMO-LAST-MAPSET(PIC X(7)),Finalization,"EIBAID,CDEMO-TO-PROGRAM","On PF3 key, return to the main menu (COMEN01C) via XCTL. PF3 is the standard 'exit' key in the application's UI convention.",WHEN DFHPF3\n    MOVE 'COMEN01C' TO CDEMO-TO-PROGRAM\n    PERFORM RETURN-TO-PREV-SCREEN,N/A,122-124,Transaction Management — List,N/A,Multi-program CALL chain via XCTL - identify as microservice or Step Function boundary
BR-CBADMCDJ-199,CBADMCDJ,199,COBOL,COTRN00C,MAIN-PARA - WHEN DFHPF7,N/A,N/A,N/A,N/A,N/A,File-IO,EIBAID,"On PF7 key, scroll the transaction list one page backward via PROCESS-PF7-KEY which positions on the first record of the current page and reads previous records. The result is the prior 10 transactions. If the user is already on page 1, the screen is redisplayed unchanged with a ""Beginning of file"" indicator.",WHEN DFHPF7\n    PERFORM PROCESS-PF7-KEY,N/A,125-126,Transaction Management — List,N/A,None
BR-CBADMCDJ-200,CBADMCDJ,200,COBOL,COTRN00C,MAIN-PARA - WHEN DFHPF8,N/A,N/A,N/A,N/A,N/A,File-IO,EIBAID,"On PF8 key, scroll the transaction list one page forward via PROCESS-PF8-KEY which positions on the last record of the current page and reads next records. The result is the subsequent 10 transactions. If the end of the file is reached mid-page, the remaining rows are blank and a ""End of file"" indicator is set.",WHEN DFHPF8\n    PERFORM PROCESS-PF8-KEY,N/A,127-128,Transaction Management — List,N/A,None
BR-CBADMCDJ-201,CBADMCDJ,201,COBOL,COTRN00C,MAIN-PARA - WHEN OTHER (invalid AID),N/A,N/A,N/A,N/A,N/A,Error-Handling,EIBAID,"When any other key is pressed (PF1, PF2, PF4-PF6, etc.), set error flag, populate the message ""Invalid key pressed."" from the standard message constants (CCDA-MSG-INVALID-KEY), and re-send the screen. Only Enter, PF3, PF7, and PF8 are accepted on the transaction-list screen. This guard prevents users from triggering unintended behavior via unmapped function keys.",WHEN OTHER\n    MOVE 'Y'                       TO WS-ERR-FLG\n    MOVE -1       TO TRNIDINL OF COTRN0AI\n    MOVE CCDA-MSG-INVALID-KEY      TO WS-MESSAGE\n    PERFORM SEND-TRNLST-SCREEN,N/A,129-133,Transaction Management — List,N/A,None
BR-CBADMCDJ-202,CBADMCDJ,202,COBOL,COTRN00C,MAIN-PARA - EXEC CICS RETURN,N/A,N/A,N/A,COMMAREA,CDEMO-FROM-TRANID(PIC X(4))|CDEMO-FROM-PROGRAM(PIC X(8))|CDEMO-TO-TRANID(PIC X(4))|CDEMO-TO-PROGRAM(PIC X(8))|CDEMO-USER-ID(PIC X(8))|CDEMO-USER-TYPE(PIC X(1))|CDEMO-PGM-CONTEXT(PIC 9(1))|CDEMO-CUST-ID(PIC 9(9))|CDEMO-CUST-FNAME(PIC X(25))|CDEMO-CUST-MNAME(PIC X(25))|CDEMO-CUST-LNAME(PIC X(25))|CDEMO-ACCT-ID(PIC 9(11))|CDEMO-ACCT-STATUS(PIC X(1))|CDEMO-CARD-NUM(PIC 9(16))|CDEMO-LAST-MAP(PIC X(7))|CDEMO-LAST-MAPSET(PIC X(7)),Finalization,N/A,Pseudo-conversational return with TRANSID=CT00 and the communication area preserved for the next iteration. The CICS region drops the program's working storage and resumes execution at this same program when the next user keystroke arrives. This is the core CardDemo state-passing mechanism for the transaction-list screen.,EXEC CICS RETURN\n          TRANSID (WS-TRANID)\n          COMMAREA (CARDDEMO-COMMAREA)\nEND-EXEC,N/A,138-141,Transaction Management — List,N/A,None
BR-CBADMCDJ-203,CBADMCDJ,203,COBOL,COTRN00C,PROCESS-ENTER-KEY - WHEN SEL0001I OF COTRN0AI not blank,COTRN00,N/A (BMS symbolic map),N/A,N/A,N/A,Data-Validation,"CDEMO-CT00-TRN-SEL-FLG,CDEMO-CT00-TRN-SELECTED","When the user has typed a selection character into the row 1 radio-button column, copy that character to the transaction selection flag and copy the displayed Tran ID from row 1 into the selection target. The selection flag is later evaluated for 'S' to dispatch to the detailed view.",WHEN SEL0001I OF COTRN0AI NOT = SPACES AND LOW-VALUES\n    MOVE SEL0001I OF COTRN0AI TO CDEMO-CT00-TRN-SEL-FLG\n    MOVE TRNID01I OF COTRN0AI TO CDEMO-CT00-TRN-SELECTED,N/A,149-151,Transaction Management — List,N/A,None
BR-CBADMCDJ-204,CBADMCDJ,204,COBOL,COTRN00C,PROCESS-ENTER-KEY - WHEN SEL0002I OF COTRN0AI not blank,COTRN00,N/A (BMS symbolic map),N/A,N/A,N/A,Data-Validation,"CDEMO-CT00-TRN-SEL-FLG,CDEMO-CT00-TRN-SELECTED","When the user has typed a selection character into the row 2 radio-button column, copy that character to the transaction selection flag and copy the displayed Tran ID from row 2 into the selection target. The selection flag is later evaluated for 'S' to dispatch to the detailed view.",WHEN SEL0002I OF COTRN0AI NOT = SPACES AND LOW-VALUES\n    MOVE SEL0002I OF COTRN0AI TO CDEMO-CT00-TRN-SEL-FLG\n    MOVE TRNID02I OF COTRN0AI TO CDEMO-CT00-TRN-SELECTED,N/A,152-154,Transaction Management — List,N/A,None
